Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,1518.09997558594,1528.69995117188,1518,1524.5,1524.5,214
2020-01-03,1530.09997558594,1552.69995117188,1530.09997558594,1549.19995117188,1549.19995117188,107
2020-01-06,1580,1580,1560.40002441406,1566.19995117188,1566.19995117188,416
2020-01-07,1558.30004882812,1576.30004882812,1558.30004882812,1571.80004882812,1571.80004882812,47
2020-01-08,1579.69995117188,1604.19995117188,1552.30004882812,1557.40002441406,1557.40002441406,236
2020-01-09,1555.69995117188,1555.69995117188,1543.30004882812,1551.69995117188,1551.69995117188,54
2020-01-10,1551.19995117188,1558.80004882812,1545.40002441406,1557.5,1557.5,16
2020-01-13,1557.40002441406,1558,1548.40002441406,1548.40002441406,1548.40002441406,48
2020-01-14,1546.69995117188,1546.69995117188,1534.90002441406,1542.40002441406,1542.40002441406,32
2020-01-15,1548,1553.90002441406,1545.59997558594,1552.09997558594,1552.09997558594,11
2020-01-16,1555.69995117188,1556.09997558594,1548.5,1549,1549,98
2020-01-17,1554.09997558594,1558.80004882812,1553.59997558594,1558.80004882812,1558.80004882812,108
2020-01-21,1559.30004882812,1566.19995117188,1551,1556.40002441406,1556.40002441406,45
2020-01-22,1549.80004882812,1557.09997558594,1549.80004882812,1555.30004882812,1555.30004882812,42
2020-01-23,1553.09997558594,1564.59997558594,1552.19995117188,1564.59997558594,1564.59997558594,15
2020-01-24,1556.30004882812,1571.09997558594,1556.30004882812,1571.09997558594,1571.09997558594,43
2020-01-27,1584.30004882812,1584.5,1576.80004882812,1576.80004882812,1576.80004882812,22
2020-01-28,1576.40002441406,1576.40002441406,1569.19995117188,1569.19995117188,1569.19995117188,3
2020-01-29,1569.80004882812,1569.80004882812,1569.80004882812,1569.80004882812,1569.80004882812,251274
2020-01-30,1576.80004882812,1585,1571.40002441406,1583.5,1583.5,62336
2020-01-31,1573.40002441406,1589,1570,1582.90002441406,1582.90002441406,1095
2020-02-03,1592.90002441406,1593.30004882812,1568.19995117188,1577.19995117188,1577.19995117188,1062
2020-02-04,1577.69995117188,1577.69995117188,1547.80004882812,1550.40002441406,1550.40002441406,978
2020-02-05,1553.19995117188,1560.69995117188,1547.69995117188,1557.80004882812,1557.80004882812,1305
2020-02-06,1553.59997558594,1565.59997558594,1551.59997558594,1565.09997558594,1565.09997558594,110
2020-02-07,1564.90002441406,1571.90002441406,1560.5,1568.59997558594,1568.59997558594,431
2020-02-10,1569.30004882812,1574.69995117188,1568.59997558594,1574.69995117188,1574.69995117188,128
2020-02-11,1570.90002441406,1571.09997558594,1561.90002441406,1565.59997558594,1565.59997558594,440
2020-02-12,1565.19995117188,1568.69995117188,1561,1567.40002441406,1567.40002441406,36
2020-02-13,1570.19995117188,1575.09997558594,1570.19995117188,1575.09997558594,1575.09997558594,74
2020-02-14,1575.80004882812,1582.69995117188,1574.80004882812,1582.69995117188,1582.69995117188,68
2020-02-18,1579.80004882812,1604.30004882812,1579.80004882812,1600,1600,310
2020-02-19,1600.59997558594,1610.5,1599.69995117188,1607.5,1607.5,542
2020-02-20,1606.5,1621,1603,1616.59997558594,1616.59997558594,117
2020-02-21,1619.30004882812,1645,1619.30004882812,1644.59997558594,1644.59997558594,186
2020-02-24,1657,1686.59997558594,1650,1672.40002441406,1672.40002441406,435
2020-02-25,1645.09997558594,1653.69995117188,1632.30004882812,1646.90002441406,1646.90002441406,409
2020-02-26,1644,1648.09997558594,1636.40002441406,1640,1640,1990
2020-02-27,1641.09997558594,1658,1638.5,1640,1640,707
2020-02-28,1640.30004882812,1642.5,1564.09997558594,1564.09997558594,1564.09997558594,289
2020-03-02,1583.90002441406,1608.30004882812,1574.30004882812,1592.30004882812,1592.30004882812,537
2020-03-03,1594.5,1645.30004882812,1594,1642.09997558594,1642.09997558594,610
2020-03-04,1645.40002441406,1645.90002441406,1631.30004882812,1641.09997558594,1641.09997558594,83
2020-03-05,1637.30004882812,1672.90002441406,1637.19995117188,1666.40002441406,1666.40002441406,154
2020-03-06,1670.80004882812,1686.19995117188,1647.19995117188,1670.80004882812,1670.80004882812,175
2020-03-09,1696.09997558594,1701.59997558594,1657.69995117188,1674.5,1674.5,161
2020-03-10,1671.59997558594,1674.59997558594,1643,1659.09997558594,1659.09997558594,48
2020-03-11,1656.59997558594,1666.5,1635,1641.40002441406,1641.40002441406,47
2020-03-12,1637,1647.5,1566.40002441406,1589.30004882812,1589.30004882812,256
2020-03-13,1574.90002441406,1589.80004882812,1513.80004882812,1515.69995117188,1515.69995117188,89
2020-03-16,1569.09997558594,1569.09997558594,1452.09997558594,1485.90002441406,1485.90002441406,193
2020-03-17,1469.30004882812,1537.69995117188,1469.30004882812,1524.90002441406,1524.90002441406,122
2020-03-18,1537.5,1542,1477.30004882812,1477.30004882812,1477.30004882812,333
2020-03-19,1481.5,1491.59997558594,1471,1478.59997558594,1478.59997558594,262
2020-03-20,1483.5,1484,1483.5,1484,1484,14
2020-03-23,1505.30004882812,1567,1490.19995117188,1567,1567,51
2020-03-24,1592.69995117188,1685.5,1592.69995117188,1660.19995117188,1660.19995117188,442
2020-03-25,1676.5,1676.5,1631.09997558594,1632.30004882812,1632.30004882812,476
2020-03-26,1660.5,1660.5,1650.09997558594,1650.09997558594,1650.09997558594,3
2020-03-27,1623.90002441406,1623.90002441406,1623.90002441406,1623.90002441406,1623.90002441406,100638
2020-03-30,1641.19995117188,1652.80004882812,1607.19995117188,1622,1622,16389
2020-03-31,1618.69995117188,1621,1576,1583.40002441406,1583.40002441406,2874
2020-04-01,1570,1600,1570,1578.19995117188,1578.19995117188,2158
2020-04-02,1590.90002441406,1631.19995117188,1586,1625.69995117188,1625.69995117188,1294
2020-04-03,1624.5,1636,1619.80004882812,1633.69995117188,1633.69995117188,643
2020-04-06,1629.09997558594,1696.69995117188,1625.90002441406,1677,1677,1063
2020-04-07,1695.69995117188,1724.40002441406,1658,1664.80004882812,1664.80004882812,1144
2020-04-08,1669.69995117188,1677,1662.5,1665.40002441406,1665.40002441406,747
2020-04-09,1662.69995117188,1736.19995117188,1662.69995117188,1736.19995117188,1736.19995117188,825
2020-04-13,1722,1756.80004882812,1710.69995117188,1744.80004882812,1744.80004882812,696
2020-04-14,1756.80004882812,1775,1739.5,1756.69995117188,1756.69995117188,675
2020-04-15,1739.40002441406,1744.90002441406,1722.69995117188,1727.19995117188,1727.19995117188,642
2020-04-16,1731,1750.59997558594,1715,1720.40002441406,1720.40002441406,162
2020-04-17,1715.69995117188,1725,1684.90002441406,1689.19995117188,1689.19995117188,223
2020-04-20,1686,1701.59997558594,1680,1701.59997558594,1701.59997558594,106
2020-04-21,1697,1707.09997558594,1659.90002441406,1678.19995117188,1678.19995117188,666
2020-04-22,1696,1728.69995117188,1684.80004882812,1728.69995117188,1728.69995117188,453
2020-04-23,1734,1745.09997558594,1733.30004882812,1733.30004882812,1733.30004882812,482
2020-04-24,1744,1744,1714.5,1723.5,1723.5,221
2020-04-27,1731.90002441406,1731.90002441406,1711.90002441406,1711.90002441406,1711.90002441406,169
2020-04-28,1716.59997558594,1716.59997558594,1707.09997558594,1710.5,1710.5,1255
2020-04-29,1710,1713.5,1702,1703.40002441406,1703.40002441406,373
2020-04-30,1719.30004882812,1719.30004882812,1680.80004882812,1684.19995117188,1684.19995117188,327
2020-05-01,1686.59997558594,1701.5,1670.5,1694.5,1694.5,337
2020-05-04,1702.59997558594,1709,1699.59997558594,1706.90002441406,1706.90002441406,320
2020-05-05,1701.5,1704.40002441406,1697.19995117188,1704.40002441406,1704.40002441406,82
2020-05-06,1704,1704,1684.19995117188,1684.19995117188,1684.19995117188,469
2020-05-07,1686.19995117188,1721.80004882812,1685.59997558594,1721.80004882812,1721.80004882812,853
2020-05-08,1726.19995117188,1728.90002441406,1703.80004882812,1709.90002441406,1709.90002441406,330
2020-05-11,1702.30004882812,1704.5,1690.19995117188,1695.30004882812,1695.30004882812,749
2020-05-12,1699.30004882812,1713.09997558594,1699.30004882812,1704.40002441406,1704.40002441406,324
2020-05-13,1702,1721.30004882812,1701.90002441406,1713.90002441406,1713.90002441406,431
2020-05-14,1724.30004882812,1743.09997558594,1720.5,1738.09997558594,1738.09997558594,672
2020-05-15,1739.69995117188,1753.40002441406,1739.69995117188,1753.40002441406,1753.40002441406,719
2020-05-18,1755.69995117188,1770.5,1731.80004882812,1731.80004882812,1731.80004882812,229
2020-05-19,1744.19995117188,1749.5,1744.19995117188,1744.19995117188,1744.19995117188,167
2020-05-20,1751.59997558594,1752.09997558594,1745.59997558594,1750.59997558594,1750.59997558594,16
2020-05-21,1746.80004882812,1746.80004882812,1720.5,1720.5,1720.5,528
2020-05-22,1726.59997558594,1734.59997558594,1726.59997558594,1734.59997558594,1734.59997558594,6
2020-05-26,1726.40002441406,1726.40002441406,1704.80004882812,1704.80004882812,1704.80004882812,39
2020-05-27,1685.59997558594,1710.30004882812,1685.59997558594,1710.30004882812,1710.30004882812,137416
2020-05-28,1709.30004882812,1727.80004882812,1705,1713.30004882812,1713.30004882812,23355
2020-05-29,1718.80004882812,1738.30004882812,1715.09997558594,1736.90002441406,1736.90002441406,1526
2020-06-01,1740.40002441406,1747,1727.09997558594,1737.80004882812,1737.80004882812,871
2020-06-02,1743,1745.5,1721.80004882812,1725.19995117188,1725.19995117188,741
2020-06-03,1726.30004882812,1726.30004882812,1684.5,1697.80004882812,1697.80004882812,2755
2020-06-04,1694.5,1718.90002441406,1694.5,1718.90002441406,1718.90002441406,807
2020-06-05,1711.80004882812,1711.80004882812,1668.59997558594,1676.19995117188,1676.19995117188,1502
2020-06-08,1679.09997558594,1699.40002441406,1675.90002441406,1698.30004882812,1698.30004882812,587
2020-06-09,1694.59997558594,1720.90002441406,1692,1714.69995117188,1714.69995117188,690
2020-06-10,1716.09997558594,1740.80004882812,1711.90002441406,1713.30004882812,1713.30004882812,718
2020-06-11,1737.19995117188,1744.09997558594,1720,1732,1732,347
2020-06-12,1724.90002441406,1743,1724.90002441406,1729.30004882812,1729.30004882812,318
2020-06-15,1730,1730,1703.30004882812,1720.30004882812,1720.30004882812,188
2020-06-16,1726.30004882812,1729.59997558594,1722.40002441406,1729.59997558594,1729.59997558594,22
2020-06-17,1714.69995117188,1729.19995117188,1714.69995117188,1729.19995117188,1729.19995117188,51
2020-06-18,1730.5,1734.09997558594,1717.30004882812,1724.80004882812,1724.80004882812,110
2020-06-19,1723.69995117188,1750.69995117188,1723.5,1745.90002441406,1745.90002441406,1329
2020-06-22,1755.19995117188,1767.59997558594,1750.5,1756.69995117188,1756.69995117188,1356
2020-06-23,1755.40002441406,1776.30004882812,1754.19995117188,1772.09997558594,1772.09997558594,666
2020-06-24,1778.30004882812,1783.09997558594,1764.5,1765.80004882812,1765.80004882812,961
2020-06-25,1761.69995117188,1764.80004882812,1759.80004882812,1762.09997558594,1762.09997558594,207
2020-06-26,1766,1772.5,1764.69995117188,1772.5,1772.5,640
2020-06-29,1779.80004882812,1780.19995117188,1774.30004882812,1774.80004882812,1774.80004882812,584
2020-06-30,1777.30004882812,1793.19995117188,1774.40002441406,1793,1793,986
2020-07-01,1793.59997558594,1798,1765.80004882812,1773.19995117188,1773.19995117188,331
2020-07-02,1773.40002441406,1784,1768.69995117188,1784,1784,215
2020-07-06,1788.19995117188,1790.09997558594,1788.19995117188,1788.5,1788.5,172
2020-07-07,1789.30004882812,1804.19995117188,1783.30004882812,1804.19995117188,1804.19995117188,751
2020-07-08,1801.5,1817.90002441406,1801.5,1815.5,1815.5,209
2020-07-09,1816.09997558594,1819.80004882812,1799.19995117188,1799.19995117188,1799.19995117188,396
2020-07-10,1805.5,1805.5,1797.69995117188,1798.19995117188,1798.19995117188,236
2020-07-13,1805,1811,1805,1811,1811,164
2020-07-14,1791,1811.5,1791,1810.59997558594,1810.59997558594,339
2020-07-15,1806.09997558594,1813.5,1806.09997558594,1811.40002441406,1811.40002441406,167
2020-07-16,1810.90002441406,1810.90002441406,1794.30004882812,1798.69995117188,1798.69995117188,146
2020-07-17,1798.5,1810.09997558594,1798.5,1808.30004882812,1808.30004882812,24
2020-07-20,1807,1817.30004882812,1807,1815.90002441406,1815.90002441406,89
2020-07-21,1822,1842.40002441406,1822,1842.40002441406,1842.40002441406,117
2020-07-22,1858.09997558594,1867,1854.69995117188,1864.09997558594,1864.09997558594,213
2020-07-23,1868.69995117188,1890.30004882812,1868.5,1889.09997558594,1889.09997558594,133
2020-07-24,1884.30004882812,1897.30004882812,1884.30004882812,1897.30004882812,1897.30004882812,474
2020-07-27,1901.69995117188,1938,1901.5,1931,1931,364
2020-07-28,1931.5,1944.69995117188,1928.59997558594,1944.69995117188,1944.69995117188,825
2020-07-29,1953.19995117188,1953.5,1952.59997558594,1953.5,1953.5,209835
2020-07-30,1963.40002441406,1965.09997558594,1930,1942.30004882812,1942.30004882812,28853
2020-07-31,1948.59997558594,1981.09997558594,1948,1962.80004882812,1962.80004882812,2914
2020-08-03,1984.30004882812,1984.30004882812,1955.5,1966,1966,683
2020-08-04,1971,2016.19995117188,1968.80004882812,2001.19995117188,2001.19995117188,2010
2020-08-05,2024,2050.19995117188,2011,2031.09997558594,2031.09997558594,1422
2020-08-06,2045.5,2063,2040,2051.5,2051.5,294
2020-08-07,2040.09997558594,2055,2009.59997558594,2010.09997558594,2010.09997558594,808
2020-08-10,2026.40002441406,2043.80004882812,2017.5,2024.40002441406,2024.40002441406,233
2020-08-11,2012.40002441406,2016,1904,1932.59997558594,1932.59997558594,971
2020-08-12,1923,1946.59997558594,1871.59997558594,1934.90002441406,1934.90002441406,404
2020-08-13,1921.5,1957.40002441406,1916.90002441406,1956.69995117188,1956.69995117188,71
2020-08-14,1938.69995117188,1947.40002441406,1937,1937,1937,201
2020-08-17,1949.59997558594,1985,1949.59997558594,1985,1985,97
2020-08-18,2001.09997558594,2002.80004882812,1972.09997558594,1999.40002441406,1999.40002441406,92
2020-08-19,1980,1980,1938.69995117188,1958.69995117188,1958.69995117188,347
2020-08-20,1941.19995117188,1948.30004882812,1922.30004882812,1933.80004882812,1933.80004882812,106
2020-08-21,1941,1945,1908.90002441406,1934.59997558594,1934.59997558594,184
2020-08-24,1930.19995117188,1940,1922.19995117188,1927.69995117188,1927.69995117188,85
2020-08-25,1927.5,1928.5,1911.80004882812,1911.80004882812,1911.80004882812,176
2020-08-26,1909.69995117188,1950.80004882812,1909.69995117188,1940.69995117188,1940.69995117188,287
2020-08-27,1948.90002441406,1972.5,1921.59997558594,1921.59997558594,1921.59997558594,2303
2020-08-28,1927.09997558594,1971.30004882812,1922.5,1964.59997558594,1964.59997558594,778
2020-08-31,1970,1971.30004882812,1953.30004882812,1967.59997558594,1967.59997558594,158
2020-09-01,1961.69995117188,1986.30004882812,1961.69995117188,1968.19995117188,1968.19995117188,186
2020-09-02,1967.30004882812,1967.30004882812,1934.40002441406,1934.40002441406,1934.40002441406,71
2020-09-03,1937.09997558594,1938.80004882812,1923,1927.59997558594,1927.59997558594,179
2020-09-04,1927.90002441406,1939.69995117188,1917.69995117188,1923.90002441406,1923.90002441406,607
2020-09-08,1930.90002441406,1937.90002441406,1903.09997558594,1933,1933,271
2020-09-09,1926.90002441406,1946.19995117188,1924.59997558594,1944.69995117188,1944.69995117188,219
2020-09-10,1944.09997558594,1962.69995117188,1944.09997558594,1954.19995117188,1954.19995117188,722
2020-09-11,1944,1949.5,1937.80004882812,1937.80004882812,1937.80004882812,73
2020-09-14,1946.30004882812,1953.09997558594,1943,1953.09997558594,1953.09997558594,55
2020-09-15,1955.80004882812,1968.5,1955.80004882812,1956.30004882812,1956.30004882812,74
2020-09-16,1961.30004882812,1961.40002441406,1956.69995117188,1960.19995117188,1960.19995117188,124
2020-09-17,1939,1946,1933.69995117188,1940,1940,67
2020-09-18,1950.5,1952.09997558594,1949,1952.09997558594,1952.09997558594,38
2020-09-21,1946.19995117188,1946.19995117188,1883.40002441406,1901.19995117188,1901.19995117188,52
2020-09-22,1913.09997558594,1913.09997558594,1898.59997558594,1898.59997558594,1898.59997558594,331
2020-09-23,1875.5,1875.5,1859.90002441406,1859.90002441406,1859.90002441406,5
2020-09-24,1851.5,1868.30004882812,1851.5,1868.30004882812,1868.30004882812,365
2020-09-25,1856.30004882812,1857.69995117188,1856.30004882812,1857.69995117188,1857.69995117188,4
2020-09-28,1872.80004882812,1872.80004882812,1872.80004882812,1872.80004882812,1872.80004882812,10455
2020-09-29,1876.5,1895.40002441406,1872.40002441406,1894.30004882812,1894.30004882812,3283
2020-09-30,1893,1899.69995117188,1879.80004882812,1887.5,1887.5,600
2020-10-01,1884.09997558594,1909.59997558594,1882.5,1908.40002441406,1908.40002441406,730
2020-10-02,1893.90002441406,1913,1893.90002441406,1900.19995117188,1900.19995117188,530
2020-10-05,1898.90002441406,1915.59997558594,1884.69995117188,1912.5,1912.5,1360
2020-10-06,1906.59997558594,1918,1874.40002441406,1901.09997558594,1901.09997558594,968
2020-10-07,1874.09997558594,1889.80004882812,1873.09997558594,1883.59997558594,1883.59997558594,50
2020-10-08,1893,1893,1882.69995117188,1888.59997558594,1888.59997558594,348
2020-10-09,1909.30004882812,1929.09997558594,1905.09997558594,1919.5,1919.5,580
2020-10-12,1924,1926.5,1921.59997558594,1922.5,1922.5,96
2020-10-13,1921.90002441406,1922.19995117188,1887,1888.5,1888.5,191
2020-10-14,1889.69995117188,1910.80004882812,1882.5,1901.30004882812,1901.30004882812,33
2020-10-15,1897.30004882812,1906.30004882812,1889.59997558594,1903.19995117188,1903.19995117188,254
2020-10-16,1898.5,1900.80004882812,1898.5,1900.80004882812,1900.80004882812,53
2020-10-19,1907.30004882812,1907.80004882812,1899.5,1906.40002441406,1906.40002441406,43
2020-10-20,1901.30004882812,1910.40002441406,1896.09997558594,1910.40002441406,1910.40002441406,329
2020-10-21,1913.59997558594,1927.30004882812,1913.59997558594,1924.59997558594,1924.59997558594,1202
2020-10-22,1924.30004882812,1924.30004882812,1898.19995117188,1901.09997558594,1901.09997558594,899
2020-10-23,1899.90002441406,1913.30004882812,1896.19995117188,1902,1902,287
2020-10-26,1895.5,1907,1893.5,1902.69995117188,1902.69995117188,242
2020-10-27,1904.59997558594,1908.80004882812,1904.40002441406,1908.80004882812,1908.80004882812,176
2020-10-28,1870.90002441406,1876.19995117188,1870.90002441406,1876.19995117188,1876.19995117188,277
2020-10-29,1876.09997558594,1879.80004882812,1858.80004882812,1865.59997558594,1865.59997558594,240
2020-10-30,1862.80004882812,1886.59997558594,1862.80004882812,1877.40002441406,1877.40002441406,725
2020-11-02,1872.90002441406,1894.69995117188,1872.90002441406,1890.40002441406,1890.40002441406,190
2020-11-03,1891.5,1908.5,1891.5,1908.5,1908.5,712
2020-11-04,1893.80004882812,1907,1885.30004882812,1894.59997558594,1894.59997558594,782
2020-11-05,1901.69995117188,1948,1901.69995117188,1945.30004882812,1945.30004882812,135
2020-11-06,1940.80004882812,1958.80004882812,1940.80004882812,1950.30004882812,1950.30004882812,304
2020-11-09,1955.59997558594,1963.19995117188,1847.09997558594,1853.19995117188,1853.19995117188,745
2020-11-10,1879.30004882812,1885.30004882812,1871.19995117188,1875.40002441406,1875.40002441406,276
2020-11-11,1878.80004882812,1878.80004882812,1855.5,1860.69995117188,1860.69995117188,222
