"","date","value"
"792",2023-11-13,7.64
"793",2023-11-14,7.89
"794",2023-11-15,7.89
"795",2023-11-16,7.97
"796",2023-11-17,8
"797",2023-11-18,8
"798",2023-11-19,8
"799",2023-11-20,8
"800",2023-11-21,7.84
"801",2023-11-22,7.87
"802",2023-11-23,7.93
"803",2023-11-24,7.83
"804",2023-11-25,7.83
"805",2023-11-26,7.83
"806",2023-11-27,7.79
"807",2023-11-28,7.95
"808",2023-11-29,7.95
"809",2023-11-30,8
"810",2023-12-01,8.07
"811",2023-12-02,8.07
"812",2023-12-03,8.07
"813",2023-12-04,8.03
"814",2023-12-05,8.08
"815",2023-12-06,8.08
"816",2023-12-07,8.14
"817",2023-12-08,8.19
"818",2023-12-09,8.19
"819",2023-12-10,8.19
"820",2023-12-11,8.12
"821",2023-12-12,8.16
"822",2023-12-13,8.23
"823",2023-12-14,8.52
"824",2023-12-15,8.39
"825",2023-12-16,8.39
"826",2023-12-17,8.39
"827",2023-12-18,8.41
"828",2023-12-19,8.43
"829",2023-12-20,8.47
"830",2023-12-21,8.49
"831",2023-12-22,8.47
"832",2023-12-23,8.47
"833",2023-12-24,8.47
"834",2023-12-25,8.47
"835",2023-12-26,8.56
"836",2023-12-27,8.59
"837",2023-12-28,8.5
"838",2023-12-29,8.5
"839",2023-12-30,8.5
"840",2023-12-31,8.5
"841",2024-01-01,8.5
"842",2024-01-02,8.26
"843",2024-01-03,8.32
"844",2024-01-04,8.18
"845",2024-01-05,8.24
"846",2024-01-06,8.24
"847",2024-01-07,8.24
"848",2024-01-08,8.37
"849",2024-01-09,8.37
"850",2024-01-10,8.27
"851",2024-01-11,8.21
"852",2024-01-12,8.25
"853",2024-01-13,8.25
"854",2024-01-14,8.25
"855",2024-01-15,8.25
"856",2024-01-16,8.12
"857",2024-01-17,8.02
"858",2024-01-18,7.99
"859",2024-01-19,8.09
"860",2024-01-20,8.09
"861",2024-01-21,8.09
"862",2024-01-22,7.9
"863",2024-01-23,8.05
"864",2024-01-24,8.05
"865",2024-01-25,8.07
"866",2024-01-26,8.09
"867",2024-01-27,8.09
"868",2024-01-28,8.09
"869",2024-01-29,8.01
"870",2024-01-30,7.88
"871",2024-01-31,8
"872",2024-02-01,7.98
"873",2024-02-02,7.89
"874",2024-02-03,7.89
"875",2024-02-04,7.89
"876",2024-02-05,7.81
"877",2024-02-06,7.92
"878",2024-02-07,7.99
"879",2024-02-08,7.82
"880",2024-02-09,7.85
"881",2024-02-10,7.85
"882",2024-02-11,7.85
"883",2024-02-12,7.85
"884",2024-02-13,7.85
"885",2024-02-14,7.71
"886",2024-02-15,7.79
"887",2024-02-16,7.84
"888",2024-02-17,7.84
"889",2024-02-18,7.84
"890",2024-02-19,7.82
"891",2024-02-20,7.95
"892",2024-02-21,7.88
"893",2024-02-22,8.03
"894",2024-02-23,7.92
"895",2024-02-24,7.92
"896",2024-02-25,7.92
"897",2024-02-26,7.91
"898",2024-02-27,8.1
"899",2024-02-28,8
"900",2024-02-29,7.97
"901",2024-03-01,8.08
"902",2024-03-02,8.08
"903",2024-03-03,8.08
"904",2024-03-04,7.96
"905",2024-03-05,7.99
"906",2024-03-06,8.03
"907",2024-03-07,7.97
"908",2024-03-08,7.99
"909",2024-03-09,7.99
"910",2024-03-10,7.99
"911",2024-03-11,7.98
"912",2024-03-12,8.05
"913",2024-03-13,8.13
"914",2024-03-14,8.09
"915",2024-03-15,8.03
"916",2024-03-16,8.03
"917",2024-03-17,8.03
"918",2024-03-18,8.04
"919",2024-03-19,8.05
"920",2024-03-20,8.5
"921",2024-03-21,8.21
"922",2024-03-22,8.1
"923",2024-03-23,8.1
"924",2024-03-24,8.1
"925",2024-03-25,8.13
"926",2024-03-26,8.11
"927",2024-03-27,8.14
"928",2024-03-28,8.19
"929",2024-03-29,8.19
"930",2024-03-30,8.19
"931",2024-03-31,8.19
"932",2024-04-01,8.14
"933",2024-04-02,8.05
"934",2024-04-03,8.05
"935",2024-04-04,8.05
"936",2024-04-05,7.97
"937",2024-04-06,7.97
"938",2024-04-07,7.97
"939",2024-04-08,8.1
"940",2024-04-09,8.18
"941",2024-04-10,8.04
"942",2024-04-11,8
"943",2024-04-12,7.76
"944",2024-04-13,7.76
"945",2024-04-14,7.76
"946",2024-04-15,7.59
"947",2024-04-16,7.55
"948",2024-04-17,7.5
"949",2024-04-18,7.48
"950",2024-04-19,7.56
"951",2024-04-20,7.56
"952",2024-04-21,7.56
"953",2024-04-22,7.6
"954",2024-04-23,7.6
"955",2024-04-24,7.54
"956",2024-04-25,7.49
"957",2024-04-26,7.64
"958",2024-04-27,7.64
"959",2024-04-28,7.64
"960",2024-04-29,8
"961",2024-04-30,7.59
"962",2024-05-01,7.59
"963",2024-05-02,7.67
"964",2024-05-03,7.87
"965",2024-05-04,7.87
"966",2024-05-05,7.87
"967",2024-05-06,7.8
"968",2024-05-07,7.77
"969",2024-05-08,7.78
"970",2024-05-09,7.6
"971",2024-05-10,7.58
"972",2024-05-11,7.58
"973",2024-05-12,7.58
"974",2024-05-13,7.6
"975",2024-05-14,7.61
"976",2024-05-15,7.63
"977",2024-05-16,7.66
"978",2024-05-17,7.69
"979",2024-05-18,7.69
"980",2024-05-19,7.69
"981",2024-05-20,7.68
"982",2024-05-21,7.65
"983",2024-05-22,7.53
"984",2024-05-23,7.49
"985",2024-05-24,7.48
"986",2024-05-25,7.48
"987",2024-05-26,7.48
"988",2024-05-27,7.43
"989",2024-05-28,7.4
"990",2024-05-29,7.32
"991",2024-05-30,7.32
"992",2024-05-31,7.25
"993",2024-06-01,7.25
"994",2024-06-02,7.25
"995",2024-06-03,7.37
"996",2024-06-04,7.26
"997",2024-06-05,7.22
"998",2024-06-06,7.32
