pe,fim,stock
0.9711247121370894,0.01884985996881082,BNB
0.9628927890704051,0.02355149761876281,BNB
0.9804581626993664,0.013147319272359934,BNB
0.9677728934646195,0.019419216888916672,BNB
0.970802008060145,0.01813683936182176,BNB
0.978516836436121,0.010674020949029646,BNB
0.972964030503838,0.017332200586363755,BNB
0.9689058685734132,0.018093048877480002,BNB
0.9629347762900133,0.0244735365538973,BNB
0.9680268587479204,0.020003818196409565,BNB
0.9710366617009275,0.01621421871866425,BNB
0.9725476277509905,0.017502126095268196,BNB
0.9722109037323153,0.01776719848212672,BNB
0.9712495179419791,0.018666889274702166,BNB
0.9802304689074091,0.011793353535134814,BNB
0.9742318996072264,0.0156900694978292,BNB
0.9690459710202921,0.019042153786278666,BNB
0.9692825084981505,0.018780385441124807,BNB
0.9739049622865408,0.01626606583148496,BNB
0.970043942129843,0.018390694031514467,BNB
0.9764035745515144,0.014812894871684027,BNB
0.9732758763854064,0.017617857617067682,BNB
0.9677697754572493,0.021707356426072487,BNB
0.9689624869859331,0.017903093474454006,BNB
0.9751098584802571,0.015241962275087936,BNB
0.9746922601101016,0.01646641660548618,BNB
0.9571273707124448,0.023932092205990647,BNB
0.9735901765068148,0.015486201744937996,BNB
0.9792671499650799,0.013236905704955471,BNB
0.9723214749242037,0.017953413902653963,BNB
0.9726286196253635,0.016464625975797825,BNB
0.9779219697485385,0.014129381973943225,BNB
0.9707601304900251,0.01790616745329737,BNB
0.9786539305377275,0.013436676551093884,BNB
0.975574534461879,0.013765880207545203,BNB
0.9671694934599515,0.01936787927493457,BNB
0.975157733636078,0.015741308198697408,BNB
0.966999541143563,0.020353072997209086,BNB
0.9793038951349923,0.011870165870645471,BNB
0.977152051380525,0.014067203098059694,BNB
0.9716776057816879,0.01898839662663225,BNB
0.978184417869386,0.013859326637149486,BNB
0.9741300561512429,0.014584330796166247,BNB
0.9799493742481663,0.012756808912097923,BNB
0.9766094317212392,0.014646179787821166,BNB
0.9765019916303415,0.016177422971242625,BNB
0.9659684714499129,0.020394896088331536,BNB
0.9772994282727782,0.014075418194633947,BNB
0.9699166695518923,0.01979989244592693,BNB
0.9754092007072317,0.015903850861544642,BNB
0.9761183007551387,0.013889264269641238,BNB
0.9750542167368236,0.016112942501025077,BNB
0.9727356079169441,0.01674021491572408,BNB
0.9626450540170889,0.019679887312551127,BNB
0.9736121418262567,0.016129227383569457,BNB
0.9641643714686019,0.021459314063531874,BNB
0.9754011063849002,0.014759229874631925,BNB
0.9688415178033993,0.017104759299272295,BNB
0.973361499706724,0.016627361073465373,BNB
0.9829414590710915,0.011809176594078364,BNB
0.9780902596875155,0.013364418959053964,BNB
0.9724634324736178,0.015193080422604935,BNB
0.9653356247337241,0.021433317205333563,BNB
0.974840438708115,0.015313110522629143,BNB
0.9671306030177522,0.01887187274116378,BNB
0.9688907100506335,0.018753920589734074,BNB
0.9772194562237542,0.013670707156844479,BNB
0.9750089958704792,0.015699370445029736,BNB
0.9669500142682478,0.021168703327728786,BNB
0.9823700484399607,0.010976872046511679,BNB
0.971006761552128,0.01768608795755673,BNB
0.9745545245012764,0.015404134887425761,BNB
0.9773269462518562,0.014329069664981701,BNB
0.9643800803186877,0.020370395770102648,BNB
0.963821997062134,0.02210660251172091,BNB
0.968475617025193,0.01844524752603995,BNB
0.9719861401411863,0.01694683560196305,BNB
0.9675465035521849,0.01860529217977625,BNB
0.9674070197020164,0.019281010316790546,BNB
0.9724433833350525,0.01780101043335227,BNB
0.9692346292966446,0.02026652399857477,BNB
0.9675198204777093,0.02074512264274024,BNB
0.9654943740202732,0.022648068980362552,BNB
0.97413295947233,0.01577946367120703,BNB
0.9606872562966012,0.0222044914498576,BNB
0.9723745526728892,0.017865591415715355,BNB
0.9714947812404915,0.01943358456653578,BNB
0.9846861218257041,0.009776372597240884,BNB
0.9785455505653183,0.012673924089306801,BNB
0.972792628681659,0.016873874261746465,BNB
0.9738814120468786,0.015937281708901702,BNB
0.9701282649810864,0.019325275565597343,BNB
0.9665945405178349,0.020234734785546035,BNB
0.9604436980228203,0.021271686698888233,BNB
0.9676842068027564,0.019939726947386875,BNB
0.9681107142016837,0.020624245047420064,BNB
0.9742242852585835,0.016543334906263127,ETH
0.9828330722842871,0.011498992876878363,ETH
0.9715307372464845,0.01658950179113625,ETH
0.9849214532491931,0.010208934737547753,ETH
0.9780884507695536,0.013451717982509251,ETH
0.9771691611806886,0.014591277899120809,ETH
0.9770864212800398,0.012480741475885862,ETH
0.9706453273917316,0.020005816371843357,ETH
0.9623901470319516,0.02451500886606956,ETH
0.9720096897505139,0.018667101875861236,ETH
0.9791548862720203,0.013141033672842214,ETH
0.9813534012321911,0.010846130995450055,ETH
0.9650058704315512,0.02178297344825552,ETH
0.9722171925675219,0.017589258049252505,ETH
0.9808455799214301,0.01322914586482857,ETH
0.9812331191362936,0.011192999179323261,ETH
0.9775075698268916,0.013663440391697049,ETH
0.9725440212447205,0.018070884359200432,ETH
0.9818263289036838,0.011632241732293823,ETH
0.9801880188571699,0.012323027385430691,ETH
0.9788864500780384,0.013930241510341201,ETH
0.9815525781285074,0.011722789325709575,ETH
0.9709558136205578,0.016860910236065275,ETH
0.9771281076375031,0.014559378190898213,ETH
0.9807403502072464,0.013052050221257881,ETH
0.9751095057867497,0.01646159842090659,ETH
0.9804672925105943,0.012759433644665086,ETH
0.9728939043204635,0.016778663146839054,ETH
0.9685170225370324,0.018098835975263437,ETH
0.9806054619744098,0.011977982293827981,ETH
0.9818746520874931,0.012008405150888593,ETH
0.9799924243895274,0.012456141174442426,ETH
0.973812120874125,0.01662250581045551,ETH
0.967240415318136,0.019770113250549406,ETH
0.9732720881602622,0.01717913983706928,ETH
0.9685399520754856,0.02079526969962984,ETH
0.9734554395633741,0.017155239969402006,ETH
0.9761981010019168,0.01616475933258127,ETH
0.9676061225284149,0.022606626818838765,ETH
0.9741198207451814,0.01604066686561966,ETH
0.9808052436920803,0.011585959997377392,ETH
0.9837323666171292,0.011307888419798011,ETH
0.9780251278588755,0.013823955280043914,ETH
0.9730181916749685,0.016633586438644307,ETH
0.9710542910600487,0.01598163423264014,ETH
0.9669813450276374,0.0222511681984292,ETH
0.9834701745704266,0.011040813028320407,ETH
0.9723771995641254,0.01744716540912494,ETH
0.9808860127146674,0.012740140154857957,ETH
0.9836166681461738,0.010539901208470018,ETH
0.9788076019322557,0.013467301509573967,ETH
0.9767819518839407,0.014334970688803614,ETH
0.9698839931485725,0.016897133522095265,ETH
0.9715877241229404,0.01790708373064062,ETH
0.9740570727131036,0.013735827138936122,ETH
0.9777616811265051,0.01406190536827745,ETH
0.9756423447907976,0.01646388912273146,ETH
0.9767793223749757,0.014637355648312766,ETH
0.9753685379192071,0.016056108502868385,ETH
0.9773175870303819,0.013558374988985787,ETH
0.9810305224861919,0.012724951458193967,ETH
0.9654257946392176,0.022693470051272778,ETH
0.972754818990227,0.018103061777937142,ETH
0.9739309788794743,0.016557026469949217,ETH
0.970875464411365,0.01774579775767401,ETH
0.9764967711408332,0.0164314764812952,ETH
0.983221853055487,0.010299699773297886,ETH
0.9707833461571292,0.018734487382018244,ETH
0.9715435418600034,0.017223706880772474,ETH
0.978785554653493,0.0132245626580322,ETH
0.9774720447999771,0.01568349949183852,ETH
0.9692950484561342,0.01966804906438899,ETH
0.9750142071853638,0.013369351018280871,ETH
0.9738349794434268,0.015538126736007692,ETH
0.978199418119982,0.014107739013780277,ETH
0.9803829280831869,0.01319683815419691,ETH
0.9704137319225425,0.018636661923868498,ETH
0.9703018131266672,0.018220933141880502,ETH
0.9768064472611026,0.015363520313930488,ETH
0.9752992078437941,0.015249551862412964,ETH
0.9761959178488767,0.015789075470516306,ETH
0.9668542429493442,0.021502480518079212,ETH
0.97570688578614,0.012984506519863966,ETH
0.9702362640655773,0.01869594704198639,ETH
0.9829399487501612,0.010938586180209715,ETH
0.9782254047156567,0.013816469006272938,ETH
0.9715764438516279,0.018342241543242783,ETH
0.975504451175514,0.015385137680183444,ETH
0.9789496364052018,0.012216305499262739,ETH
0.9744632661383729,0.014643548221077496,ETH
0.9771843363198006,0.01530229593002548,ETH
0.9748603063887727,0.017419414524001666,ETH
0.9850201565260535,0.008733450931771476,ETH
0.9783053680074434,0.013263684146224097,ETH
0.969553147808652,0.019205953053650054,ETH
0.9787407222549448,0.01234302400371022,ETH
0.9787079341413552,0.013997511208090212,ETH
0.9773495833252748,0.014076037009528898,ETH
0.9756132725997257,0.014362943762753787,ETH
0.9715590662423406,0.016316571551050745,ETH
0.9640191508065201,0.0241027105075957,SOL
0.9690130919272323,0.02117427449564878,SOL
0.9675803981219111,0.021735511167345747,SOL
0.9478787564953186,0.033931299281398764,SOL
0.9698685253743401,0.020323431773618506,SOL
0.9495230738025559,0.03191646767123339,SOL
0.951793841939274,0.03166814928443144,SOL
0.967097142946054,0.021842534015686872,SOL
0.9568056412928994,0.02837804880495316,SOL
0.966588865305586,0.02140331845049291,SOL
0.9625899969019499,0.02447449417499413,SOL
0.9725850453636282,0.01801182524904953,SOL
0.9569266932293048,0.02852297084411182,SOL
0.9605602207513564,0.025996413726986474,SOL
0.9595698320492357,0.027341918276234757,SOL
0.9611474311447612,0.02520635314405447,SOL
0.9640971898642698,0.024340804997128627,SOL
0.974056583828521,0.01726397816276055,SOL
0.9697129991287807,0.02082918929537678,SOL
0.9676289098884093,0.021816863655881782,SOL
0.9696454656994815,0.020700977121793876,SOL
0.9735621191232262,0.01733784712744587,SOL
0.9622012057927032,0.025050715248843655,SOL
0.9583218317772283,0.027355254629234344,SOL
0.9531944520753295,0.030169117862619214,SOL
0.9670386868098013,0.021810736452073647,SOL
0.9644737729699682,0.023213239308502335,SOL
0.9598928211757133,0.0253312600218378,SOL
0.9707779127118806,0.019282991160744008,SOL
0.9726661910243669,0.018842012536673315,SOL
0.9670986616197395,0.021612501926163236,SOL
0.970260513822426,0.01964008732399086,SOL
0.9690680650820168,0.020310859187766712,SOL
0.9629963154328716,0.024115085919224358,SOL
0.9637383783790427,0.025132177361484202,SOL
0.9573627310020081,0.02809682135992312,SOL
0.963142912521392,0.024717074742992312,SOL
0.970147865263068,0.01994592692464632,SOL
0.966226107900526,0.02238918476745865,SOL
0.9615718777771629,0.02532874592303318,SOL
0.9748501276003005,0.016068093858437382,SOL
0.9614410294336213,0.025656566066974074,SOL
0.9707383533344021,0.0198858907640974,SOL
0.9651966846996671,0.022446611057163824,SOL
0.9629359013243842,0.02431127452458503,SOL
0.9649004842333386,0.023710164853194847,SOL
0.9623170932938646,0.02468360374211416,SOL
0.9713188241016345,0.019218526975468598,SOL
0.960796618018616,0.02460316886692081,SOL
0.9685894457828106,0.02098157403540999,SOL
0.9599445841592854,0.02553907061280357,SOL
0.9585144596602546,0.02723297473833428,SOL
0.9644460248309481,0.02401420689598623,SOL
0.9669033791342021,0.022038939691169757,SOL
0.9652683425869093,0.022886087764299082,SOL
0.969662355490743,0.019925455557672896,SOL
0.9509822184845471,0.03219910146030382,SOL
0.9642045268395433,0.023779614285283468,SOL
0.9779368624086007,0.014451309942291247,SOL
0.960277035646026,0.026033234696505158,SOL
0.9672713704723357,0.0218485056306072,SOL
0.9537180194720369,0.029979681766974638,SOL
0.9664226465365688,0.023075632054136614,SOL
0.9612729611885688,0.025243145334076622,SOL
0.9596395947100365,0.02644954540039569,SOL
0.9586608311437227,0.02781644400606084,SOL
0.9596935689954881,0.026337959731879287,SOL
0.9552088590682257,0.029275241038318536,SOL
0.9683600367509808,0.020482070057279363,SOL
0.9719822861084787,0.01939518201768077,SOL
0.9517860565232618,0.03211398988542003,SOL
0.9602630699999299,0.02661044634718245,SOL
0.970506071573176,0.019781301022423523,SOL
0.9701139396747738,0.019617359606074497,SOL
0.9713439670638574,0.019201978522326166,SOL
0.9662685275419193,0.02173830486817909,SOL
0.9654776780868071,0.02353605999149052,SOL
0.9565844183768357,0.028879334482420388,SOL
0.9587374845961983,0.027681352321688873,SOL
0.9731001998636686,0.0173529810280454,SOL
0.9663370858813752,0.02230748016322889,SOL
0.9731366852246512,0.0182190068086878,SOL
0.9688287025040315,0.02024690762279297,SOL
0.9676646980425324,0.02116051754300568,SOL
0.9664001315671429,0.02281057147682466,SOL
0.9740334923065201,0.017814470511814808,SOL
0.9614431913734982,0.025328143051486014,SOL
0.9569069614624822,0.029217950430593973,SOL
0.9531664883217799,0.030280683455389742,SOL
0.9673436763428885,0.020347160266915357,SOL
0.9675318219429476,0.0210042769782747,SOL
0.9684764966287485,0.02055619046432121,SOL
0.9680257261265434,0.021093017124393473,SOL
0.970167363275215,0.019706436499830247,SOL
0.9685333639258377,0.020577971202437963,SOL
0.9725896993292984,0.017893931217633687,SOL
0.9731453182525737,0.017352907975913615,SOL
0.9644410541385543,0.023329733811904806,SOL
0.9647892594818721,0.023065917182832775,SOL
0.9683868717976074,0.019737239642942134,SOL
0.9819953068088026,0.014963817165907594,XRP
0.9682733467981618,0.021956935942294312,XRP
0.9693132086128824,0.021471409072393005,XRP
0.9849314682254942,0.010559584156814988,XRP
0.9844147646007981,0.010441855150786866,XRP
0.9732294474228802,0.017907415382802088,XRP
0.9722393023105141,0.01850901941465733,XRP
0.9805027823962457,0.013425958921214922,XRP
0.9801763096449607,0.01353000447971842,XRP
0.979900260080427,0.015531692089545624,XRP
0.9715190607670364,0.019252693180812547,XRP
0.9816737412310186,0.012717073261692123,XRP
0.983362868744395,0.012234594543780283,XRP
0.9793745148211611,0.014539493023457917,XRP
0.973455651501271,0.018326049422815186,XRP
0.9810221638708789,0.013793718462770669,XRP
0.9789531072450914,0.015103952564054675,XRP
0.9805519285621529,0.01454187852624399,XRP
0.9721642205827136,0.01907893007884343,XRP
0.9821587612222096,0.011682603613147876,XRP
0.9782912942490359,0.015191291147373914,XRP
0.9837961837951462,0.010725142178660288,XRP
0.9731522046301262,0.018543213502418554,XRP
0.9773736646511937,0.014730853696516841,XRP
0.9834024754053355,0.011933259137055343,XRP
0.9770121749228998,0.015454473638823777,XRP
0.9821133434053184,0.012687441467081974,XRP
0.9759355351597254,0.01590710840561497,XRP
0.9769048100592574,0.01713759620147814,XRP
0.9859914754622439,0.009903008963626666,XRP
0.9834190465871666,0.012328152895616245,XRP
0.9814994812542455,0.012988996162395666,XRP
0.9849902476620859,0.010582271515010342,XRP
0.9687725711069138,0.02068706405155645,XRP
0.9814588237530663,0.013581549442805384,XRP
0.9851393066300852,0.01001447738348703,XRP
0.9728281115203754,0.018132966529264362,XRP
0.973769472810777,0.018327073527371812,XRP
0.9781846172737126,0.014844321144265675,XRP
0.9830237567604055,0.011615515115947397,XRP
0.9769939545510173,0.015148545401187747,XRP
0.9790369906733989,0.015226884915212142,XRP
0.9832152525204139,0.011460247647120256,XRP
0.9773416292649035,0.016242116408311413,XRP
0.9855827024341561,0.010140058483994241,XRP
0.981150526131275,0.014016276328705581,XRP
0.978123215781333,0.015379475810655147,XRP
0.985594791967034,0.009910539521546028,XRP
0.9736477441244822,0.0198467369663858,XRP
0.9805950172030107,0.014798290706824884,XRP
0.975317481535925,0.01717536468335212,XRP
0.9781719783081257,0.015897811775926994,XRP
0.9784451433915062,0.014570346522552673,XRP
0.967614858060869,0.022206905658456094,XRP
0.9744972149032557,0.017216280407472452,XRP
0.9818220490951562,0.0126892506467596,XRP
0.9784028225630738,0.015157363024680693,XRP
0.9787924050823325,0.014583357642045061,XRP
0.9807461584934161,0.012991904310531776,XRP
0.9838638798135878,0.011253290518312382,XRP
0.9803908404875474,0.013937915098809319,XRP
0.9796465826134609,0.014068717186234854,XRP
0.9772538718372,0.015890503110300682,XRP
0.9856820760620287,0.010861459861140104,XRP
0.9772590121893833,0.015731652256672717,XRP
0.9790465012618702,0.014234439416579748,XRP
0.9854364572867564,0.010508536683653726,XRP
0.9817206943892929,0.01294799540163034,XRP
0.984189628016355,0.011618845846616918,XRP
0.9827740734938886,0.011570689089850346,XRP
0.9827446468575289,0.011931455745485021,XRP
0.9791014729434951,0.0169407811002873,XRP
0.9755791386974791,0.017011188498402226,XRP
0.984446083124922,0.010762405599615365,XRP
0.9776077868884413,0.015423725640321108,XRP
0.9817533373539383,0.012278593489893169,XRP
0.985342654413529,0.009962305708376088,XRP
0.9845285200582766,0.011122560041673923,XRP
0.9775724337847205,0.015814428994938134,XRP
0.9831268919148524,0.011775974734475395,XRP
0.9796760732478557,0.013910126868499953,XRP
0.980806399568421,0.013255432018167288,XRP
0.9813663999307423,0.012947864178399073,XRP
0.9788942394826067,0.01506008888689684,XRP
0.9800252395118586,0.013255104419371763,XRP
0.9786771301964377,0.014734705593983863,XRP
0.9793657490697987,0.014350506353927787,XRP
0.9812875999802643,0.01321732592751693,XRP
0.977138446727964,0.01666688806917147,XRP
0.9849792327832207,0.009973972210833928,XRP
0.9850813007929137,0.01093772290956364,XRP
0.9803799643384147,0.015261922284169697,XRP
0.9707124869625169,0.020354137541470547,XRP
0.9751222308944216,0.016293699556201878,XRP
0.9711982103377528,0.01933233887711825,XRP
0.9751473247150266,0.017166550417582437,XRP
0.9749825698546293,0.017328442092820473,XRP
0.9783531698469051,0.013732696436944221,XRP
0.9792153175854867,0.014309111306585697,XRP
0.9769800300493976,0.015787993360273797,XRP
0.9668333785032039,0.02153506427324227,EUR
0.9662170154981243,0.02119453802376465,EUR
0.9706535206109798,0.020184406444186904,EUR
0.9589886653686694,0.02678640419635226,EUR
0.9644343881943713,0.023600426779883908,EUR
0.9637193072153364,0.02425974444438693,EUR
0.9795305766022174,0.01358173787354668,EUR
0.9720255461664176,0.018628408234060034,EUR
0.9834449684068723,0.0108124054584553,EUR
0.9634271456672268,0.02388351672457931,EUR
0.9677155414054337,0.021271610588573724,EUR
0.9530811025966108,0.030506772447490067,EUR
0.9706871769717683,0.019223726278444098,EUR
0.9646197504313737,0.02347894092343937,EUR
0.9592643850725662,0.026766516386457828,EUR
0.9704104996067325,0.019500727991254154,EUR
0.9536699093628693,0.031257434260819894,EUR
0.9664005769663152,0.022132785363670398,EUR
0.9709663878304098,0.019586123206542974,EUR
0.968471578987425,0.020517671910408306,EUR
0.9728532797660376,0.018098138741518065,EUR
0.9703405947951568,0.019504487609483496,EUR
0.960436014882425,0.025956240382760738,EUR
0.9663055604692078,0.02201149818210088,EUR
0.96880547337228,0.02080651324169603,EUR
0.9672997673349552,0.022508537068754646,EUR
0.9689262305612116,0.021092252208735528,EUR
0.9599947024347696,0.02627195238173423,EUR
0.9524731405188003,0.030788364521177815,EUR
0.9660217692242827,0.022326736113683215,EUR
0.9718027530698976,0.018740125143407435,EUR
0.9651011077877821,0.02331991190737279,EUR
0.9657630484618368,0.02268931465872827,EUR
0.9548220622297907,0.02954147111792367,EUR
0.9718471291676233,0.018795052977483857,EUR
0.9564915630769177,0.028860123444420467,EUR
0.9553910018676243,0.02907677454562424,EUR
0.9557729081068789,0.029961666193606757,EUR
0.9598170076617696,0.026522898251067642,EUR
0.9618095437179567,0.02505228984654042,EUR
0.959214950499228,0.0267730464102814,EUR
0.9585465470774037,0.02843710943403598,EUR
0.9722980309521155,0.018229373667977892,EUR
0.959172457419892,0.026231155186536584,EUR
0.9635287454712389,0.024007251677501132,EUR
0.9674695355637593,0.02184723045902476,EUR
0.9661461407033757,0.022116351905875287,EUR
0.9611598320517171,0.025137374983543535,EUR
0.9667817783018458,0.021681114471931655,EUR
0.9702440020299404,0.020033667021782994,EUR
0.9529203721900223,0.03070441635641449,EUR
0.9672795167512475,0.022908109553771795,EUR
0.9613853514669832,0.025101848705064357,EUR
0.9702664087253535,0.01955803039864227,EUR
0.9709430691593527,0.018904675904757192,EUR
0.9607827882086745,0.025647354426526953,EUR
0.9713064619309741,0.01866035651932478,EUR
0.9652971567853347,0.022886284776979945,EUR
0.9693615549525474,0.020595638171917403,EUR
0.968308613477206,0.02086306912913656,EUR
0.9687678383397387,0.02036158174806971,EUR
0.9526270858683484,0.03287384563331004,EUR
0.9709154357114651,0.018796176763908237,EUR
0.960975701111871,0.025431883074457762,EUR
0.9563823853410066,0.02812899329358637,EUR
0.9711473828717804,0.019062602706358973,EUR
0.9661513710539988,0.02248090036174596,EUR
0.9680303945639384,0.02095602975971894,EUR
0.9670599986761824,0.021396449442919706,EUR
0.9447505750327588,0.03696282064047453,EUR
0.969663267461281,0.019844135119564427,EUR
0.9731962176654884,0.01774985604326446,EUR
0.9716994442179007,0.019246375736214516,EUR
0.9739921197016145,0.017985491108546595,EUR
0.9707502460314423,0.019169382538377452,EUR
0.965536196388318,0.024504051147169477,EUR
0.9632680546327499,0.02473102363749735,EUR
0.9659724539299899,0.022505821491883276,EUR
0.9643903299356241,0.02293920653663107,EUR
0.9660854313031235,0.022316201032884786,EUR
0.9600720962854115,0.02789720345490103,EUR
0.9751227034550132,0.016870085118612703,EUR
0.9749679974722598,0.016196875135570336,EUR
0.9651302353598926,0.02320853068183302,EUR
0.9635711192024407,0.023780824703791243,EUR
0.9669698112152915,0.02207629096264567,EUR
0.9665192842143436,0.0214397069282573,EUR
0.9640207200493576,0.023683034989495623,EUR
0.9652056543448753,0.023267412628200007,EUR
0.9691123199474712,0.020263552059171925,EUR
0.9727521206575681,0.018050477411442677,EUR
0.9638458758786013,0.02376207336958898,EUR
0.9634027177603338,0.02362846206737427,EUR
0.9597956852500854,0.02651225670595088,EUR
0.9580341372894079,0.02690001166766538,EUR
0.9766346009815041,0.015522281106514718,EUR
0.9644606215907954,0.023846507141900248,EUR
0.9679353622521941,0.022087668016964757,EUR
0.9678353383106623,0.02173621658945492,EUR
0.9790257218678396,0.014255953639411697,EUR
0.9673627777118451,0.02103438026022022,NYA
0.9547376194364202,0.02833966748686268,NYA
0.9682177429773754,0.018130843712303564,NYA
0.9637919199816593,0.02149482953248457,NYA
0.9540985936817804,0.028486836594299424,NYA
0.9599218873179717,0.024361325708780558,NYA
0.9473131276464802,0.03198952047349564,NYA
0.967558468848019,0.01891957339102104,NYA
0.9543390968173108,0.029320218272174393,NYA
0.9499195450815321,0.031391634990328855,NYA
0.964223897640396,0.02184289066209894,NYA
0.9616413324549721,0.025145992778231,NYA
0.9666169312770083,0.02183112530016638,NYA
0.9570148948276684,0.025274352211509733,NYA
0.9602860145758622,0.025564946563399287,NYA
0.9567886413720504,0.0272347717744464,NYA
0.9478053863040998,0.03081812576074977,NYA
0.9440865681601499,0.034560734102039886,NYA
0.9574807447540407,0.028337280255587325,NYA
0.9755653878206537,0.015382560273769132,NYA
0.9645298810440042,0.023036338218903957,NYA
0.9676011589736236,0.0203964269996981,NYA
0.9547556300371531,0.027391446948172964,NYA
0.9514283084451394,0.029643933399088156,NYA
0.9615886021453127,0.02381672106995688,NYA
0.9659878161175351,0.02115172911701939,NYA
0.9592737321359277,0.026212911339518488,NYA
0.9642897292246796,0.022992527224205122,NYA
0.9666954052700449,0.01939201749871541,NYA
0.9702608042267218,0.018584727612630022,NYA
0.957122099786504,0.02517015025757504,NYA
0.9525369649405082,0.03177591720602806,NYA
0.9575916703269383,0.023672344356902023,NYA
0.9584377868842968,0.02348150446685905,NYA
0.9536732850876879,0.028116522261402883,NYA
0.9596005917259193,0.023953994028374153,NYA
0.9571211432635297,0.02649162474214081,NYA
0.9509893760097635,0.0289764280985783,NYA
